链接标题,内容摘要,来源贴吧,最近回复用户名,最近回复时间,链接地址,主题帖包含图片链接,主题帖内容,图片本地存储地址
"回复:给大家曝光一个骗术,我今天中招了","骗子QQ,空间一堆,估计也是盗来的号",地下城与勇士,雨后心生,2021-09-25 00:16,https://tieba.baidu.com/p/7552233540?pid=141422889671&cid=0#141422889671,"['http://tiebapic.baidu.com/forum/w%3D580/sign=5c2001db7ff33a879e6d0012f65d1018/a8ef63d9f2d3572c98c61e37cf13632763d0c3f0.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=312dee59f7b7d0a27bc90495fbee760d/e1286c224f4a20a4da3abe2cd5529822730ed0f0.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=d8bcb701e1315c6043956be7bdb1cbe6/f17dfaf2b2119313883ce4a438380cd791238d61.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=ff721ddedf8ba61edfeec827713497cc/01f27dd98d1001e977460f1be50e7bec54e7976e.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=8d37d80036600c33f079dec02a4c5134/8c4d8ad4b31c870147dfa9f27a7f9e2f0708ff7c.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=db38f3e00cda81cb4ee683c56266d0a4/eb6a0823dd54564ee40eff2deede9c82d1584f7d.jpg']","['楼下细说', '长图，可以点开看', '1、他加了我朋友，给我朋友发消息，说这是我新号', '2、他跟我朋友说，我现在旁边一个人非要借我的号，让我朋友现在给我打电话，说要找我借号，帮我摆脱一下旁边的人，还特别嘱咐不要说漏了，说我会开免提让旁边的人听着。', '哈哈 让我笑笑', '3、冒充我朋友的小号加我借号，然后刚好这个时候我朋友给我打电话找我借号', '这中间有几个问题第一，他知道我俩双方名字第二，他找的人刚好是一个以前喜欢玩DNF，但是现在工作太忙了不玩的，刚好这段时间受伤在家养伤。第三，这个朋友是我发小，我肯定愿意借。这种我放心借号的人，整个QQ400多个好友，绝对不超过10个人', '而且更骚的巧合来了，他跟我炫耀他换了新号我立马就信了，就因为这逼经常在我面前炫耀他有几位几位的QQ号。连对着骗子冒充的我，都不忘记炫耀一下', '我当时虽然信了，但是也没直接发密码，结果我朋友这个时候把电话打来说找我借号。等于骗子拉着他做了一个完美的配合', '骗子QQ，空间一堆钓鱼链接，估计也是盗来的号', '他把我朋友给他聊天的话，再转到我这，所以语气，常用表情包，包括中间提及的的人名，都对上了', '我中招了，但是没有被盗号密码二级都发过去了，但是是发到我朋友微信上了，我都发过去了，QQ这边还在跟我要，我就感觉不对劲，立马跟我朋友打电话核实才发现问题。他说那个5754的是我的，我说是他的，当机立断锁游戏。', '第一次遇到这种骗术，希望大家引以为戒长个心眼', '艾特下大佬', '卧槽，现在的骗子花样这么多吗']","['../../results\\钓鱼链接\\images\\雨后心生-0.jpg', '../../results\\钓鱼链接\\images\\雨后心生-1.jpg', '../../results\\钓鱼链接\\images\\雨后心生-2.jpg', '../../results\\钓鱼链接\\images\\雨后心生-3.jpg', '../../results\\钓鱼链接\\images\\雨后心生-4.jpg', '../../results\\钓鱼链接\\images\\雨后心生-5.jpg']"
回复:我的号值八百,"游戏里找你买卖账号的基本都是套路,加完qq之后,大概率要说去什么平台,然后激活什么,那个平台是他们自己搭建的看起来还有模有样的,你把号输进去就没了。或者直接发给你,不要信这种所谓的天上掉馅饼的事...",爆裂魔女,GHFGUY5,2021-11-05 15:22,https://tieba.baidu.com/p/7601273224?pid=141936392901&cid=0#141936392901,['http://tiebapic.baidu.com/forum/w%3D580/sign=3d1bd0e2ea4543a9f51bfac42e178a7b/b0e0a7d2d539b600b4f101a1b450352ac65cb79d.jpg'],"['笑死了，这么大个馅饼我可不敢要，兄弟们注意骗子哈', '也不一定吧 加他看看什么套路', '看看什么套路', '看看图鉴啊', '应该加了看看什么套路', '后续呢，加上看看套路避免吧友踩雷', '加好好友就该介绍游戏给你玩了', '继续啊hxd。看看这个是啥套路', '游戏里找你买卖账号的基本都是套路，加完qq之后，大概率要说去什么平台，然后激活什么，那个平台是他们自己搭建的看起来还有模有样的，你把号输进去就没了。或者直接发钓鱼链接给你，不要信这种所谓的天上掉馅饼的事', '这骗子也太假了', '先调戏调戏啊', '假平台，先骗你交手续费', '难绷', '买号，还tm装女的，buff叠满了', '兄弟们后续来了，他加了我QQ，但是让我加群，群里只有我和他，这是要干啥']",['../../results\\钓鱼链接\\images\\GHFGUY5.jpg']
"回复:diao大的大佬们,如何击败我朋友",回复-符华上仙- :找人做个然后里面放上外放尴尬级的奇怪视频然后私发他说隔壁群找的资源,eve手游,Shift编号0423,2021-11-09 18:20,https://tieba.baidu.com/p/7605371571?pid=141992711585&cid=141993067822#141993067822,"['http://tiebapic.baidu.com/forum/w%3D580/sign=cd78504b08fbb2fb342b581a7f4b2043/be419fb6d0a20cf4a53ba6c92b094b36adaf9946.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=5789d32f3663f6241c5d390bb745eb32/9c2f79e636d12f2e1caef67612c2d56284356846.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=fc2ed62826ec54e741ec1a1689389bfd/7209fcc9a786c917a22f092f943d70cf3bc75739.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=8178a3eefa86c91708035231f93c70c6/1c2e8665034f78f0e384dde524310a55b2191c59.jpg']","['', '把他手机砸了不好吗', '近炮！？这也太拉胯了', '', '你的思想有点危险  我要给姑姑告状', '复仇网住一轮打死', '飓风通吃各种小船', '潜龙风筝', '我用塞纳波两炮下去夜魔还剩一丝结构……夜魔以为他用推子绕0我打不到，他没想到我带了个电脑，三炮送走', '6稳中扩魔女', '天蛇适合远炮磁轨', '任何一条驱逐都可以办它吧', '海宁上快导。再上个中毁，短反，网子。低槽不用带推子，上盾扩，盾抗。', '突击鸭吧，夜魔不贴你，你留不下他，但是他怎么都打不过你', '单挑血袭者永远的王者！！！']","['../../results\\钓鱼链接\\images\\Shift编号0423-0.jpg', '../../results\\钓鱼链接\\images\\Shift编号0423-1.jpg', '../../results\\钓鱼链接\\images\\Shift编号0423-2.jpg', '../../results\\钓鱼链接\\images\\Shift编号0423-3.jpg']"
回复:穿越火线消费查询,",点进去输账号密码就可能被盗号,不要点",穿越火线,讲的一口好内涵,2021-10-29 19:22,https://tieba.baidu.com/p/7593420988?pid=141847342690&cid=0#141847342690,['http://tiebapic.baidu.com/forum/w%3D580/sign=c1cf6d3eed51f819f1250342eab54a76/58009ecad1c8a78631caa11b3a09c93d71cf50e7.jpg'],"['个人信息查询', '未开放什么鬼', '活动未开放', '不急', '官方吗', '能查账号一共充了多少钱？', '登录不进去', '啥时候能开放啊，我想知道我花了几块钱', '', '别急啊', '给个地址啊！', '好家伙 这是透我密码吗', '钓鱼链接，点进去输账号密码就可能被盗号，不要点', '好东西', '可以退嘛']",['../../results\\钓鱼链接\\images\\讲的一口好内涵.jpg']
回复:AKM30收 兔兔武器礼包55收,"回复野似瘟柔猫 :好吧,我以为呢,我加",绝地求生,贰零壹叭,2021-11-04 11:03,https://tieba.baidu.com/p/7599820008?pid=141919239154&cid=141919644583#141919644583,"['http://tiebapic.baidu.com/forum/w%3D580/sign=453f1c0eb81f4134e0370576151e95c1/f204df13b07eca808619b80ad42397dda04483d1.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=d2db3656e31ea8d38a22740ca70b30cf/1356b7f2b2119313515f7e5d20380cd790238dd1.jpg']","['', '我有', '加我微625724348', '兔兔武器礼包还收吗', '什么意思cdk吗', '还有人卖吗，同收', '同收', '人鱼套收吗']","['../../results\\钓鱼链接\\images\\贰零壹叭-0.jpg', '../../results\\钓鱼链接\\images\\贰零壹叭-1.jpg']"
"回复:大佬,这价格,明天冲不冲?还是再等等?","回复不信你问鸡精? :10块是小,就是骗几千",iphone12,寻找羊男神,2021-10-31 05:23,https://tieba.baidu.com/p/7594494258?pid=141861505555&cid=141865016212#141865016212,"['http://tiebapic.baidu.com/forum/w%3D580/sign=926584c27f292df597c3ac1d8c305ce2/2352ca24b899a9014a831adb58950a7b0308f50f.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=b5ec2bbd71a85edffa8cfe2b795609d8/21f7297b02087bf4030c1504b7d3572c13dfcfd9.jpg']","['', '比市场价便宜100', '用完券，4999', '不如直接 买13', '现在是最低价了吗', '冲  买充电头那个套餐 只贵了50', '夕夕上面4800+不香么', '4729到5200全新13  128的，为啥要12', '4729到5200全新13  128，为啥买12', '不建议12续航拉垮', '去年618，4699', '', '13-5699京东 随便领券', '我自己用的12，感觉续航挺好的，13只能说更强！不懂很多人一直喷续航', '买新不买旧']","['../../results\\钓鱼链接\\images\\寻找羊男神-0.jpg', '../../results\\钓鱼链接\\images\\寻找羊男神-1.jpg']"
"回复:【日常吐槽贴】时事讨论合集,乌鸡鲅鱼,笑不活了","首页疯狂给我推送相关视频,这波啊,这波是破站要发威啦哈哈哈哈哈刷到一个法学人的讲解视频,法盲我啪的一下就点进去了,什么mcn,爬虫,机构,传媒,矩阵,什么寄吧东西,矩阵空手套白狼,只能在移动端打开的链接都是,可恶,逼的...",翠苍双子,翠苍双子,2021-11-11 16:37,https://tieba.baidu.com/p/7608612585?pid=142018388753&cid=0#142018388753,"['http://tiebapic.baidu.com/forum/w%3D580/sign=9539fddd368da9774e2f86238050f872/8e3766ec54e736d1f087b2e6de504fc2d4626905.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=f00edcf42559252da3171d0c0499032c/8f2bd5fcc3cec3fdd5f4999b9388d43f859427ca.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=666ce71af24543a9f51bfac42e168a7b/7d0fb1af2edda3cca9ac81ce44e93901203f9249.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=aaaf4bda9ecec3fd8b3ea77de689d4b6/4df21746f21fbe0978de750236600c338644add9.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=2bc5836f8e1349547e1ee86c664f92dd/a8161a0828381f309c3eb647ec014c086f06f0f6.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=3f8b19fd9854564ee565e43183dc9cde/2909f424b899a9013ad77ed858950a7b0308f533.jpg']","['', '小可爱镇楼，哈哈哈哈哈哈哈哈哈哈哈哈哈哈……是今天首页刷到的一个视频，好奇点进去看，结果就一直点下面的相关推送就给点到这个小姐姐了，哈哈哈哈哈哈哈哈哈哈', '感觉和我的青柠手帐的经历有异曲同工弄之处啊，虽然没人邀请我，但是出了事之后，势力大的一方把势力小的一方彻底铲除，真正能掌控局面的上面人却不出马，这么看的话真就一样一样儿的。评论里说，邪恶势力这次是要把对手的小兵都挖走，挖不走也要小兵活不了，虾仁还要猪心，真的是好怕怕哦，', '离暝计划，直接瞑目。当然也不想用相关产品，但是人家一家独大，就像百度，我日墖爹日墖爷的夸了那么久，不是照样天天发帖子。从青柠到黎明，以小见大，以我见国墖家，这片土地也就这样了。青柠我也算是释怀了，大环境如此，还能要求什么呢', '垃圾小说，垃圾电视剧，看不下去，只好去看一些历史相关视频，那些解说不比电视剧好看？每每看到兴起，都忍不住在游戏里大干一番事业，就，那个，女帝游戏呗。刚刚有个评论说全看完了还问我有木有超过五代，我还感慨这么垃圾的帖子也有人看，正准备回复呢，结果，笑死，根本回复不了，提示还在审核中，这都审了一天一夜了，审核员都累了，害没审完呢', '好家伙连奥圈的太后也不放过笑不活了！而且还有别的阿婆揭露视频被删，还有一个阿婆开始反向折磨，超长视频夹带倒放私货，八仙过海各显神通哈哈哈哈哈哈……', '片头动画忒可爱了，', '这次事件真的是空前绝后，声势浩大，骗子已经不满足于线下骗人了，线上也是他们的阵地，一个个加人好友的比大街上大传单的还烦人。邪恶势力只是需要你一个账号，你注册的账号，注册完你就可以滚蛋了，账号和使用权都归邪恶势力，“名字”成了最大的利益争夺点，连房车都可以购买别人的名额了，可见名字的力量之大，虚拟利益的力量之大，不要拿名字不当回事，不管任何时候都非常重要，', '虽然笑话别人的灾难不好，但是，哈哈哈哈哈哈看太后的揭露视频真的好好笑，还会抢答了，走邪恶势力的路让他们无路可走哈哈哈哈哈哈哈哈……这个截图可爱一点，上一个不要了', '我就点了一个视频，结果好家伙，首页疯狂给我推送相关视频，这波啊，这波是破站要发威啦哈哈哈哈哈刷到一个法学人的讲解视频，法盲我啪的一下就点进去了，什么mcn，爬虫，机构，传媒，矩阵，什么寄吧东西，矩阵空手套白狼，只能在移动端打开的链接都是钓鱼链接，可恶，逼的人多学习！', '注销账号7天冻结期，这不就和离婚冷静期一样儿一样儿的么！？', '好家伙，不查不知道一查吓一跳，我今天一整天都在吃这个瓜，吃的越来越大，吃不下了，', '腾讯的黎明计划这波操作简直就是杀鸡取卵，有什么好处呢？', '几乎每刷新一次都有新的举报投诉腾讯的视频出现，好家伙，引起众怒了这是，还不赶紧倒，搁这儿养蛊呢？', '哈哈哈哈哈当初圆谷怕不就是这样转移的，要是他们也会洗墖钱也就不至于沦落至此了']","['../../results\\钓鱼链接\\images\\翠苍双子-0.jpg', '../../results\\钓鱼链接\\images\\翠苍双子-1.jpg', '../../results\\钓鱼链接\\images\\翠苍双子-2.jpg', '../../results\\钓鱼链接\\images\\翠苍双子-3.jpg', '../../results\\钓鱼链接\\images\\翠苍双子-4.jpg', '../../results\\钓鱼链接\\images\\翠苍双子-5.jpg']"
回复:出一台主机,是不是加qq后发一个转转的哦,显卡,第陆人,2021-10-27 16:15,https://tieba.baidu.com/p/7590648324?pid=141819669518&cid=0#141819669518,"['http://tiebapic.baidu.com/forum/w%3D580/sign=a606002c3663f6241c5d390bb744eb32/c091d52a2834349b5722e59094ea15ce36d3be38.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=cf08d73233c6a7efb926a82ecdfbafe9/df952cf5e0fe992594281bbd71a85edf8cb17177.jpg']","['有需要的QQ联系2960406179', '是不是加qq后发一个转转的钓鱼链接哦']","['../../results\\钓鱼链接\\images\\第陆人-0.jpg', '../../results\\钓鱼链接\\images\\第陆人-1.jpg']"
回复:抽个可乐,骗子 小红书很多这种 转了钱就直接到她那里了 正规的复制链接打开转转app应该是可以直接跳转的,花麦,馬背上的英雄,2021-10-18 16:46,https://tieba.baidu.com/p/7579608015?pid=141710396574&cid=0#141710396574,"['http://tiebapic.baidu.com/forum/w%3D580/sign=0cc1f33795fcc3ceb4c0c93ba244d6b7/e0dcad292df5e0fed2f4f614016034a85fdf727e.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=85ca44d146d5ad6eaaf964e2b1ca39a3/19e04a54564e925886d8f9fbc182d158cdbf4e7e.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=2e7eee2a16fbfbeddc59367748f1f78e/d9fee7cf3bc79f3d8c0d9b25e7a1cd11738b297e.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=04e6ccecac24b899de3c79305e041d59/1fe7d5a7d933c895fd9d7e97941373f0800200ba.jpg']","['链接我有点不太敢', '别点链接千万谨慎一点，去商店下载然后转转里面加好友！！！！', '链接别乱点 我不太懂转转但是我觉得应该都在那个里面交易不应该点链接', '感觉像骗子 正常的分享过去都有转转这个标志的', '转转走链接的百分之九十九是骗子', '骗子 这种骗术很低级了', '骗子 小红书很多这种钓鱼链接 转了钱就直接到她那里了 正规的复制链接打开转转app应该是可以直接跳转的']","['../../results\\钓鱼链接\\images\\馬背上的英雄-0.jpg', '../../results\\钓鱼链接\\images\\馬背上的英雄-1.jpg', '../../results\\钓鱼链接\\images\\馬背上的英雄-2.jpg', '../../results\\钓鱼链接\\images\\馬背上的英雄-3.jpg']"
回复:找回了,"这就是之前有乱点的一些,有令牌二级盗不了号。这次腾讯出了bug了,就把之前有令牌二级盗不了的重新盗了。所以啊 密码也得经常性的修改",地下城与勇士,肆虐的心丶丶,2021-09-27 09:55,https://tieba.baidu.com/p/7554043824?pid=141452237311&cid=0#141452237311,"['http://tiebapic.baidu.com/forum/w%3D580/sign=cb78182b84f9d72a17641015e42a282a/85419f2f07082838ce04a000e599a9014c08f15c.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=819f8874e10f4bfb8cd09e5c334e788f/73f6a686c9177f3e64941be635cf3bc79e3d5673.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=ac5bd8618b88d43ff0a991fa4d1ed2aa/98172cf5e0fe9925ec69164469a85edf8db1717f.jpg']","['徽章附魔都不给嗷，5000代币不要不知好歹.jpg', '请问5月份被盗的，现在找回来得及吗', '脱坑前再割一波韭菜，找回花钱不值得', '', '楼主在那里申述的，我的号在22号被盗了。', '这就是之前有乱点的一些钓鱼链接，有令牌二级盗不了号。这次腾讯出了bug了，就把之前有令牌二级盗不了的重新盗了。所以啊 密码也得经常性的修改', '增幅没用徽章和附魔才重要', '看来还是想太多了，游戏币的确不会给找回。我的要今天出结果，看了你的帖，估计是没有的了', '这个找回不需要一个个挑选装备，系统自动全部返还吗，哥们？', '。。。是那批被盗的，不知道16号还算不算，官网有写条件，1:dnf60秒安全被绕开那是官方失误补偿5000 如果是之前那批估计是没了，或许5000呆逼会延迟发放，但是我观楼主的图，没有游戏币 点券找回 估计是60秒被绕之前，那是无无的了。', '真香？', '估计那有点悬啊，我也是15号被盗，看了公告递交了申请还拼命联系他们客服', '就装备在，剩下的全洗了，国庆材料都没放过，还没找回', '越恶心越要玩，dnf玩家可太贱了', '金币 材料 狗眼根本找不回']","['../../results\\钓鱼链接\\images\\肆虐的心丶丶-0.jpg', '../../results\\钓鱼链接\\images\\肆虐的心丶丶-1.jpg', '../../results\\钓鱼链接\\images\\肆虐的心丶丶-2.jpg']"
